file_id,path,rom_offset,size,member_count,member_bytes,sections,member_kinds,sha1,sha256
287,a/0/4/5,113202688,91248,102,90380,BTAF;BTNF;GMIF,"{""BTX0"": 101, ""unknown"": 1}",0c9763e6a33e17ecf81584821ba23ad11f8b9242,be46a33f88947907148907f36daa556f4c6bfebc473d96d96ed696c4edc667ff
288,a/0/4/6,113294336,92312,27,92032,BTAF;BTNF;GMIF,"{""BTX0"": 1, ""NANR"": 4, ""NCER"": 4, ""NCGR"": 7, ""NCLR"": 5, ""NSCR"": 6}",38380aa9c1a1fd45435bedcf31afcabf7a94d850,dd9f019e8df20d051da77f12179d74298df350d87b7b054eaa92471f84dfa016
289,a/0/4/7,113387008,624420,80,623720,BTAF;BTNF;GMIF,"{""BCA0"": 5, ""BMD0"": 6, ""BTA0"": 5, ""BTP0"": 5, ""BTX0"": 6, ""NANR"": 3, ""NCER"": 3, ""NCGR"": 8, ""NCLR"": 6, ""NSCR"": 4, ""unknown"": 29}",64390d2b183b40e69675f60d70f1d8f02af534ae,46e2da058fbc5cf391d6a8ccda401f087a8dfbe3ab9a7b677df37005f5d38a3a
290,a/0/4/8,114011648,22436,1,22376,BTAF;BTNF;GMIF,"{""unknown"": 1}",b803227295ef25f2efec28a211bb96295d7d7369,9d7a72a1d11d634f29fe12c90545c4ae793ce3916b4f516be1abc3f7f5d9b94a
291,a/0/4/9,114034176,3645668,764,3639504,BTAF;BTNF;GMIF,"{""BMD0"": 6, ""BTX0"": 758}",81d0a5c3df825110acb85f9f7a40c01870967a24,d0244dcad17ef248acf8ad43b7cd7961ca474ae1366acff967fbe2c3f29ee295
292,a/0/5/0,117680128,4780,2,4712,BTAF;BTNF;GMIF,"{""NCGR"": 1, ""NCLR"": 1}",3fade45d6318f195bd9e4bb3126ae72e11a64c5c,7e7d18eb82b4511142685e5ef344a16ff0d721cfaca2c68619e2bd47196e6fd8
293,a/0/5/1,117685248,1672,9,1542,BTAF;BTNF;GMIF,"{""NANR"": 3, ""NCER"": 3, ""NCGR"": 3}",219cea3484278509aefe956e35031fb45ef95120,b834ef6d670f891206b96767400bcc15e3dbb414c28c319fcebbbea36772ee62
294,a/0/5/2,117687296,8914092,14285,8789415,BTAF;BTNF;GMIF,"{""LZ10"": 98, ""LZ11"": 4723, ""NCER"": 1426, ""NCLR"": 1457, ""unknown"": 6581}",9d563f98843dd6bd232f04536603819a76e058fc,73b0c894e1ee9d99dd81de057c7f9a978746ecd8a5561646c2b15c3d9cb2d1ff
295,a/0/5/3,126601728,3296,19,3090,BTAF;BTNF;GMIF,"{""unknown"": 19}",2b51f3c872d124aa864f0afec4eba30c8083de5f,f5ae9a73a501d5efc578a8ed87db46d58440c8249a1880f1765325817cf0d5c9
296,a/0/5/4,126605312,10928,11,10780,BTAF;BTNF;GMIF,"{""NANR"": 2, ""NCER"": 2, ""NCGR"": 3, ""NCLR"": 2, ""NSCR"": 2}",14d551d983f10f6481a6db3f39b3852b225b5a2d,eb3f3cd2b8455711d42ab6d54a3c95d6c7f139efc841c7d3468a2f11368aea15
297,a/0/5/5,126616576,8960,29,8674,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 26, ""NCLR"": 1}",57378b9e300268cfe92ebfc8870f63ef402f160e,fe784f8dbe54936df20ecbe7eed248af55d7986fac02e911fa5bf18244c41854
298,a/0/5/6,126625792,72308,44,71880,BTAF;BTNF;GMIF,"{""BTX0"": 5, ""NANR"": 9, ""NCER"": 9, ""NCGR"": 11, ""NCLR"": 8, ""NSCR"": 2}",99881c977fb4403f47628e5b4ab2b15e0bb2e87b,7783c7a83952e1f4e73ff66c05761d6abec4762616db6195c7f327e7f20f24cb
299,a/0/5/7,126698496,447336,899,440092,BTAF;BTNF;GMIF,"{""LZ10"": 5, ""unknown"": 894}",dac45c1d751706e66237ee4fbd569b6bbf817802,d082c6780b07ed0fad747a618770d088760008d7e32905833a6267b77c18eb64
300,a/0/5/8,127145984,8876,17,8688,BTAF;BTNF;GMIF,"{""LZ10"": 1, ""LZ11"": 1, ""unknown"": 15}",45c5b7612f9497b3569e97708f7d4c389ef750d2,7992242ff3526d22be7a750eba5fd9c4983645a8d8dcc151f15edf8a58ff98b4
301,a/0/5/9,127155200,89292,18,89086,BTAF;BTNF;GMIF,"{""NANR"": 3, ""NCER"": 3, ""NCGR"": 5, ""NCLR"": 5, ""NSCR"": 2}",c460977094310ac42cc4b9323763580f87c2b0db,f3bff527c2e2551f145652129c8bae1bba82ca01f2d985a18b08c6f60f35d0aa
302,a/0/6/0,127244800,1732,1,1672,BTAF;BTNF;GMIF,"{""unknown"": 1}",435486c67fdccb5990070279fe62e99643ad88cb,0bd07b686f37eaa989cee4d9e6c840da490ce93628dc3e890c001056bbc5835c
303,a/0/6/1,127246848,44180,56,43680,BTAF;BTNF;GMIF,"{""unknown"": 56}",e2ce0be2dd39cf1f1fae8f335988e54ba069026c,5d8dfb6f6517a1ff4b911e2cc4a4f31669211caa1ce64b49214f93102ae8285e
304,a/0/6/2,127291392,7932,10,7800,BTAF;BTNF;GMIF,"{""unknown"": 10}",91b87447d8f8b8aa2ba3c113cc1d38871483c62f,2d098d92e36ef7cf2a4475f8e1c4d82a4da77febc2952c81d4293fb21d78e888
305,a/0/6/3,127299584,44504,17,44310,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 2, ""NCLR"": 3, ""NSCR"": 10}",bea6fb92fafb66c4afcd1a49c3cf182818401350,334fe36de70609047cf045651d8e3409f95eba07e9d7c9e5696bf336d66b8adf
306,a/0/6/4,127344128,51376,48,50888,BTAF;BTNF;GMIF,"{""LZ11"": 18, ""NCER"": 6, ""NCLR"": 6, ""unknown"": 18}",88b6a9527fbeed4560afae0ce5a314ee69b697f4,738304f2224ab48eabefeab3cf87335a6465d7719fa4434c665d84772b57cdd5
307,a/0/6/5,127395840,33436,2,33368,BTAF;BTNF;GMIF,"{""NCGR"": 1, ""NCLR"": 1}",6eb34d485af475746f49b300f2b32b0a494116e6,b5fd9b9bf48047e64e84526dd0401f43aaf5c01022b2ec1611747ac7161ef3b0
308,a/0/6/6,127429632,435516,601,430656,BTAF;BTNF;GMIF,"{""unknown"": 601}",616dcbc2933b1b6ec83244bc0a452ad97d7f8c49,69113f7782278310cb3742fd7ebea67b044d0b0199233da6dca0c3051416b33a
309,a/0/6/7,127865344,47252,98,46416,BTAF;BTNF;GMIF,"{""unknown"": 98}",68b2ad45eb1c16083e37b2d2ec587b29b21c0558,9f59f4f1bfd4fb7774e04c084b1037c0c94dbe788f5f4bc98ac726f08c3b1a21
310,a/0/6/8,127912960,10968,3,10892,BTAF;BTNF;GMIF,"{""NCGR"": 1, ""NCLR"": 1, ""NSCR"": 1}",ca43d8c11978e2f56c0ec64bd7f9b42c48602865,9e5d956e83a265363fa41c33b11385c19b452cfbfe8d87418d6ae9171b75ca5c
311,a/0/6/9,127924224,84028,29,83744,BTAF;BTNF;GMIF,"{""BTA0"": 29}",7b9659175b9cfd3f00f3426f32c1e3f4d1ccc109,c3aab05f5afd74c36e0a902f8be4892703aee086c5aa0d2232643869b9541649
312,a/0/7/0,128008704,24200,6,24100,BTAF;BTNF;GMIF,"{""unknown"": 6}",12b3a4a7fe7b3b4e2a93b839ea1cde034eee3850,1c4796aa89b06695677952810809c43689d17196f41fd54c8b8c5aa536782117
313,a/0/7/1,128033280,65652,39,65248,BTAF;BTNF;GMIF,"{""NANR"": 10, ""NCER"": 10, ""NCGR"": 12, ""NCLR"": 2, ""NSCR"": 5}",80c66d50560faece8e29116d35175dda27732c85,f3b00e8db12844fd239a37d594342e08ffc184715d1adbe002f35b64f78093ac
314,a/0/7/2,128099328,254480,760,247597,BTAF;BTNF;GMIF,"{""LZ11"": 285, ""NCER"": 95, ""NCLR"": 95, ""unknown"": 285}",2c84174b697aa9a0ae9c8017a284453209da41ef,5cda252082472ee0364cd652c10b71d01fb7c8e14062ab827e562ad413a671a7
315,a/0/7/3,128354304,51376,48,50888,BTAF;BTNF;GMIF,"{""LZ11"": 18, ""NCER"": 6, ""NCLR"": 6, ""unknown"": 18}",88b6a9527fbeed4560afae0ce5a314ee69b697f4,738304f2224ab48eabefeab3cf87335a6465d7719fa4434c665d84772b57cdd5
316,a/0/7/4,128406016,956,1,896,BTAF;BTNF;GMIF,"{""BMD0"": 1}",1240b808b3395a30f21e76db655ccad2530f5564,40874dad84aca969d7ac4361623c33ce37a00458e006f1e23bdbf78e5e36fc5e
317,a/0/7/5,128407040,488456,151,487196,BTAF;BTNF;GMIF,"{""BCA0"": 21, ""BMA0"": 5, ""BMD0"": 49, ""BTA0"": 18, ""BTP0"": 11, ""BTX0"": 47}",398e764425b7e0e687e4b1d5ac612e0077f14365,b77918cbb8730960aea24c883aad1a299eddaa4b228f9c010e4aadebca7e6f0e
318,a/0/7/6,128896000,90200,29,89902,BTAF;BTNF;GMIF,"{""NANR"": 3, ""NCER"": 3, ""NCGR"": 9, ""NCLR"": 7, ""NSCR"": 5, ""unknown"": 2}",4184309f593eb2626f8d357acf84397cabb11aad,e7dd6d7fce8f475173d8dcf90c24dd6e3c4ceee369173f1c6fe048970fad2814
319,a/0/7/7,128986624,75500,8,75384,BTAF;BTNF;GMIF,"{""NCGR"": 3, ""NCLR"": 1, ""NSCR"": 4}",2a12b1a40d31589aca816f8e82af774eb8576264,576013c988918020b82f9309b389aefd87a211bfc664bf46af5e61e05378e2c0
320,a/0/7/8,129062400,170496,179,168906,BTAF;BTNF;GMIF,"{""NANR"": 51, ""NCER"": 51, ""NCGR"": 55, ""NCLR"": 7, ""NSCR"": 15}",99fc34bd159ce4eaa71b536eff97aaa08e6fe431,9fbd44fdb6ad3bcaa0a33b1f0ede99ca6fa695ce575f5d1f64afc09360a4752f
321,a/0/7/9,129232896,164308,34,163984,BTAF;BTNF;GMIF,"{""LZ11"": 2, ""unknown"": 32}",f60e01acfe8dc8e33175fef099fe6287dea53c49,16128cfc580f3905042b4e2a3eacc894e367ba8ff6468fcd35da14ca90e953af
322,a/0/8/0,129397248,132,1,72,BTAF;BTNF;GMIF,"{""unknown"": 1}",bdbf8fe69c754584e72b9253d2b4ed7f9a92af46,c146dbb7ecb185f859f42871e9816c99c5d47cc0f5c33acddc34608c2597a7ff
323,a/0/8/1,129397760,372,14,208,BTAF;BTNF;GMIF,"{""unknown"": 14}",bfbb4c7212871ddb8183ac0597e436d91ab463cc,66168110dd71eec76c5e558137d715256a671a067f673fe2cc655dccaf475ae3
324,a/0/8/2,129398272,848,2,780,BTAF;BTNF;GMIF,"{""unknown"": 2}",36b9ba7e13ec010afc2069c51daf4c97dc9cd4da,d17f62b8c27351920a57afd270c985081657121a586260827c678023178d1260
325,a/0/8/3,129399296,73488,172,71988,BTAF;BTNF;GMIF,"{""NANR"": 33, ""NCER"": 33, ""NCGR"": 66, ""NCLR"": 37, ""NSCR"": 3}",0bf5490156a0ee79173ccd88147dac98f6186cee,dcf31460fb686e023478da8a9c60cc76da5688c6df309e60fa753e95d2424708
326,a/0/8/4,129473024,5384,4,5300,BTAF;BTNF;GMIF,"{""NCGR"": 1, ""NCLR"": 2, ""NSCR"": 1}",af28df40c6cc3ef3e81fd188bbcb377579936cd5,cd2b9375e23d39568d0c31a4c0b36273972fb501d029e695535da2d59a506a1b
327,a/0/8/5,129478656,177788,21,177560,BTAF;BTNF;GMIF,"{""NANR"": 2, ""NCER"": 2, ""NCGR"": 7, ""NCLR"": 5, ""NSCR"": 5}",c6ffee8329159c08ff00db6463bd7f6ccaf9fbd6,61a9c41c9892fb74e17cb477147b6e53d4a86301b87977ac32d38a1f407a320c
328,a/0/8/6,129656832,3356,1,3294,BTAF;BTNF;GMIF,"{""unknown"": 1}",ae8eeffe2ab7961fe6ccf24440e1703637209b83,ab3257797bf924ab71759b582c0d97f26e6d570bef7338ddd7f39e7c286ed209
329,a/0/8/7,129660416,168,1,106,BTAF;BTNF;GMIF,"{""unknown"": 1}",46ade4202121483eb44466ab1ceaec7683795a7d,63fdb09a8e644fb28cfa15205fe2ff708d4a0b37e638fbf42a043f896a49fa6a
330,a/0/8/8,129660928,184160,40,183766,BTAF;BTNF;GMIF,"{""NANR"": 6, ""NCER"": 6, ""NCGR"": 11, ""NCLR"": 11, ""NSCR"": 6}",0d08031446fa7e67ab2da078648a353b04a2f624,3feb4cda585ad4a216ed69cf6f0a335d53da5f96e385e3fe94d74a970bbd8f1f
331,a/0/8/9,129845248,42088,24,41834,BTAF;BTNF;GMIF,"{""BMD0"": 3, ""BTA0"": 1, ""NANR"": 3, ""NCER"": 3, ""NCGR"": 5, ""NCLR"": 4, ""NSCR"": 5}",7b4a3d2ba6b79a882fb6c3966f9520c7173e8884,a010bf4ae9b7a6bd92cd15543e85a2e2ea77df38cb07c05f27d4ef3aff2d07a1
332,a/0/9/0,129887744,7108,1,7048,BTAF;BTNF;GMIF,"{""unknown"": 1}",0fe954fa02cf7ab2a3c7ffa8e3864a3b9ca488ab,c598d17afc322facfc1e1289d2100f0ff5743d3ddfc27368aaf1c93c4f1dc73f
333,a/0/9/1,129894912,1292,1,1232,BTAF;BTNF;GMIF,"{""unknown"": 1}",bdff652ed89866a19c46ca19a3cb514fa55c57c9,095bc9c1d14cb50bda7dd94082c7000f95bdbbc3f6344067cb53892ce979ab10
334,a/0/9/2,129896448,17296,616,12316,BTAF;BTNF;GMIF,"{""unknown"": 616}",4f4b1251427a522e31acb24c72bacf5319bc2a2e,963b0ed12abdaa06fb6eb56b200fb3d868559e29bb6cb2c7ab58e2d252036fd9
335,a/0/9/3,129913856,17144,616,12158,BTAF;BTNF;GMIF,"{""unknown"": 616}",296bd091f64065a3ae83b3d028b026a22e9d6979,05d251a35fcd294e048c9dc43764e5b90ae0a80772e408ca00cc908c24eb4be6
336,a/0/9/4,129931264,312980,53,312494,BTAF;BTNF;GMIF,"{""BCA0"": 1, ""BMA0"": 1, ""BMD0"": 1, ""NANR"": 3, ""NCER"": 3, ""NCGR"": 19, ""NCLR"": 6, ""NSCR"": 19}",4b15dd08d3aa4a2229a65c3333af49bba3d41093,ac81491ae333bf313ccbdbfa395c5a66517d729235a0a2eb7b65fb4bde18718e
337,a/0/9/5,130244608,1916912,165,1915500,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 60, ""NCLR"": 60, ""NSCR"": 43}",6c1ee539ec12888aa253b045bfbbd54efac90a1c,e0fc5907c642edc057c06be7bbb415ef64acc2942b0721b34a87368cbe784723
338,a/0/9/6,132161536,52720,42,52292,BTAF;BTNF;GMIF,"{""LZ10"": 22, ""NANR"": 3, ""NCER"": 3, ""NCGR"": 2, ""NCLR"": 9, ""NSCR"": 3}",92a4020eb6bd03a49aaff6927914ac56efbf9d9d,fa75f01f43c515a98a1f116426cc8e8fd7f7cf03616e8ef3f4c88fb6b3613b5d
339,a/0/9/7,132214272,25232,2,25162,BTAF;BTNF;GMIF,"{""unknown"": 2}",cd32c13cca3cdb85ba2a1bf5e2e14fd278090fe0,cef3e7c0cc1c08b674b07d48ed5b23346ddaadd8cd65fc29e4ab48e8d3f0f940
340,a/0/9/8,132239872,12676,10,12525,BTAF;BTNF;GMIF,"{""unknown"": 10}",8ed91368d0c8788218e8b3eced0a5d682a22082c,60cee0a596ca7c5ff09d21d6caf113cd1c2719d20d1ebb88b0b534d32e4f0e7b
341,a/0/9/9,132252672,12348,17,12133,BTAF;BTNF;GMIF,"{""LZ10"": 13, ""NANR"": 1, ""NCER"": 1, ""NCLR"": 2}",2879046dc26c0c86faf50ca641740d64d99c17cc,80ce75158961feb32582eb60a0625210d5e7eca082f38e5ef6370df3eca6893c
342,a/1/0/0,132265472,17712,20,17477,BTAF;BTNF;GMIF,"{""LZ10"": 19, ""NCLR"": 1}",e1842c89663c9d2b96ad3b2148725bf107babd98,f78d5f7a943cd225214790680b34d348b2eaeb4c5ff094c62a168015cbcc4f4f
343,a/1/0/1,132283392,732,1,672,BTAF;BTNF;GMIF,"{""unknown"": 1}",3653b15883962a91d3e92a0f40664df6606dbb3d,e448b86ff038c2e80effe36cb344111906368737ec2ed6e1a77e6b0d15970532
344,a/1/0/2,132284416,75088,31,74780,BTAF;BTNF;GMIF,"{""BMD0"": 1, ""NANR"": 3, ""NCER"": 3, ""NCGR"": 5, ""NCLR"": 4, ""NSCR"": 15}",69798630ffd7da0b3b1d1a059e793fbd24014fee,37bf7da18ced531114a53aa14b32a9fe397c78fe1a221073bb74b7e01e99af92
345,a/1/0/3,132359680,1883984,64,1883414,BTAF;BTNF;GMIF,"{""BCA0"": 20, ""BMD0"": 20, ""BTA0"": 6, ""NANR"": 1, ""NCER"": 1, ""NCGR"": 2, ""NCLR"": 2, ""NSCR"": 1, ""unknown"": 11}",7eb08da3bbe3752205e2e759f1fe9b3409b87cfb,fce95cf93064b87124de6fa3c86bd739973ffd3654dc541532712530d4875db9
346,a/1/0/4,134243840,257708,13,257552,BTAF;BTNF;GMIF,"{""BCA0"": 3, ""BMD0"": 3, ""BTA0"": 1, ""NCGR"": 1, ""NCLR"": 1, ""NSCR"": 1, ""unknown"": 3}",ba8ef7a50e3480d36b07eeb5b42cbb0972f4aa86,fa4b5ed9d2b99cf8ea9bbc51b77301fd8c771f98fd540b1a06618cfcc0decc39
347,a/1/0/5,134501888,5736,29,5452,BTAF;BTNF;GMIF,"{""unknown"": 29}",41fb4c007f5e30afd8fd87f138443c0ab2ae8733,98355eaac091a6a0f3d1a77afa1c9566cb4dbaff368a790e13982c13872f9427
348,a/1/0/6,134508032,22864,20,22640,BTAF;BTNF;GMIF,"{""NANR"": 4, ""NCER"": 4, ""NCGR"": 5, ""NCLR"": 5, ""NSCR"": 2}",3586dcec80091c89a284895c63276bf03a63c8eb,162553a25bcdaf1ceb6e0855d45ae1fcc52e6ba44056da9899a33f250f62959c
349,a/1/0/7,134531072,155952,39,155588,BTAF;BTNF;GMIF,"{""BCA0"": 8, ""BMD0"": 6, ""BTA0"": 17, ""unknown"": 8}",083ea83eedb615b7bea6b820db8adb1c5f15cb6e,27f867085c26577409cea4ae8fa105116489e907a5f1ca3db35dfa92571616c5
350,a/1/0/8,134687232,10228,282,7920,BTAF;BTNF;GMIF,"{""unknown"": 282}",179995971ac247922aea96a487090e041654e9a7,f7cb1cd512e77332662f6d438fbca06095d66f608745eb952044eba62ad0373f
351,a/1/0/9,134697472,256,17,68,BTAF;BTNF;GMIF,"{""LZ10"": 1, ""unknown"": 16}",a9eceae5d28c178ff2797789ac3d41b5396f9850,995a309701a4488a716af92a534e840dbc75c0336a1d1065786058be900a11c8
352,a/1/1/0,134697984,33440,2,33372,BTAF;BTNF;GMIF,"{""BCA0"": 1, ""BMD0"": 1}",3011565a9501dcd1733d15ec94dbc1e03b656ca1,993d894e36ce5bca3260380db8337cc5df05bf5294c9746e42f41c05612d642a
353,a/1/1/1,134731776,25144,6,25044,BTAF;BTNF;GMIF,"{""unknown"": 6}",87a36469cbf1fd5e39954772e440aa33dfb06128,18a911a838cf53f07e0c0d52ea07da4c8ce57aaeb068928a4cf5c94d073811ca
354,a/1/1/2,134757376,23876,6,23776,BTAF;BTNF;GMIF,"{""unknown"": 6}",39139a623208d74ecd90432176bcaf1d7be25697,9d99332c539cdbd8a0baebffc3e671467a8665b41cb21a2b4e536028b63b678e
355,a/1/1/3,134781440,24000,6,23900,BTAF;BTNF;GMIF,"{""unknown"": 6}",f3172f2a618d33d67bb19c33e803a8b3bc1886c2,97d14f5d315610a3145c2ad6e722578af943262a61b31346843d5257b83cd84a
356,a/1/1/4,134805504,23876,6,23776,BTAF;BTNF;GMIF,"{""unknown"": 6}",dc569755f402e2ede8732139b376c4dbfc3519a1,239d93728e0e3ddb879e46a5cae59c809040782928c5a825501ef1dafaa22f79
357,a/1/1/5,134829568,2878656,183,2877140,BTAF;BTNF;GMIF,"{""BCA0"": 42, ""BMA0"": 15, ""BMD0"": 60, ""BTA0"": 12, ""BTP0"": 22, ""BVA0"": 24, ""unknown"": 8}",388e4a593fb44b9d02eb11a40ed6af2df03f283e,3be98bdd3ebf1810fe9b9448d15f66e9edc14ecac2aeb493b8603d5f5e93b73e
358,a/1/1/6,137708544,92312,79,91556,BTAF;BTNF;GMIF,"{""LZ10"": 42, ""NANR"": 4, ""NCER"": 4, ""NCLR"": 29}",a5ae85eb328cedf09380fcb70632faecbc7305ff,db5c0141e26b3f5df7c04d60cd13a1ee4823a4c8d7c8c97f6981d737fa2490c0
359,a/1/1/7,137801216,2384,53,1908,BTAF;BTNF;GMIF,"{""unknown"": 53}",996898a6e3ea8dd97e80a265cd13afbea82514bd,21217880b54bfac038b13a26ede88ff270eb498a0a8ec53d8a9a84cf79e0cc17
360,a/1/1/8,137803776,22348,11,22204,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 2, ""NCLR"": 2, ""NSCR"": 5}",1a857bc3e2300372721b139f7e1bd0a231276e3d,dee32ef7624170efc79ba97ba1c4ad73362b25a4db2e37f271cfef2418c7639f
361,a/1/1/9,137826304,832,9,694,BTAF;BTNF;GMIF,"{""unknown"": 9}",b6cd6183ed332cb11829f0a5b60cbe5307b59f1c,99bfd915451d5f8c2520937fbf521a4b20d7227435ac5b1a5bdc906a95b18473
362,a/1/2/0,137827328,50508,5,50416,BTAF;BTNF;GMIF,"{""NCGR"": 2, ""NCLR"": 1, ""NSCR"": 2}",f227fa959ee3924aecdbbd1a0be87adb59ea3cc9,3c150aaf32df7953453e6fa545b705de6a1b06c17f5e41be6c7dbf4bb00213c9
363,a/1/2/1,137878016,62356,23,62120,BTAF;BTNF;GMIF,"{""BCA0"": 4, ""BMA0"": 4, ""BMD0"": 1, ""unknown"": 14}",ae0aff20e27211bf02b4a595de8e2284d8e6e710,9b5a55100e63fb80cf2ef2e8be2484418c2ec11aa9b2709cb543d6a1bf2478e6
364,a/1/2/2,137940480,31264,15,31092,BTAF;BTNF;GMIF,"{""BCA0"": 6, ""BMD0"": 6, ""BTA0"": 3}",520ed7aab77431cfc251047ad6d2c1619cb6ed37,0fb8f2eb0ee54bc148cdb6e1e4565f04677fe7e17045d70358919d2d84298281
365,a/1/2/3,137972224,13140,650,6844,BTAF;BTNF;GMIF,"{""LZ10"": 1, ""unknown"": 649}",0a58fd3e449e4c7c46094e34ade6c0dbb0b4ad7d,a84ea85d18523baccf853a48b3ef58373390da10c9b46ee629aedcf475d0cc93
366,a/1/2/4,137985536,56196,29,55892,BTAF;BTNF;GMIF,"{""NANR"": 6, ""NCER"": 6, ""NCGR"": 8, ""NCLR"": 5, ""NSCR"": 4}",d85c0b58047a327b3a70cbb0da7e181de957953b,128da3d181ebc19c74523b0911000caae3c6a9bf0c222fb16a130e49dd110db4
367,a/1/2/5,138041856,131304,428,127634,BTAF;BTNF;GMIF,"{""LZ10"": 3, ""unknown"": 425}",c7c6ca4bb7a72883037efdfbfb7e29ee5aca723c,95af4dc093add3fe1df7ec35742ec729a70cba5ab2e1b24f0f993a0d1ef08d76
368,a/1/2/6,138173440,35284,112,34336,BTAF;BTNF;GMIF,"{""unknown"": 112}",523858b7935f517bd4e06d36cbd9cfd14eb76b03,4b7058e62d7d682b255d68530972df634b5c3fd61e501b73427ad3029fa6c401
369,a/1/2/7,138208768,50012,7,49904,BTAF;BTNF;GMIF,"{""BMD0"": 1, ""unknown"": 6}",5e3acbf3b78192a6de1f08f38fed0c1192dad26e,f2300703c82c96ffb70a5600dad7484bfe08d91de7a9263ee6bef7d1c46d5f9f
370,a/1/2/8,138258944,56992,8,56870,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 2, ""NCLR"": 3, ""NSCR"": 1}",da09079557351a9af3c67e0c24cad60a3815ba51,a8488ef70f90cdc5d4dade27594013769e2e717e548a6df67866e3fd61c597ae
371,a/1/2/9,138316288,465644,12,465496,BTAF;BTNF;GMIF,"{""BCA0"": 6, ""BMD0"": 6}",dcbee2716764a9915ce54f93948377a2ddf68ed3,30adacd60c94ca68414211afad69e4a094256ac2b3613add0b418389d8c6f3c4
372,a/1/3/0,138782208,113136,36,112796,BTAF;BTNF;GMIF,"{""BMD0"": 1, ""BTA0"": 14, ""BTP0"": 20, ""BTX0"": 1}",13ca55b6c610e30195f574bbff5c8d600346d38b,a727b195b198225e051918f25077f7ddb6c6cb6afe6ccaf6e8f392287d4f20df
373,a/1/3/1,138895360,693020,69,692362,BTAF;BTNF;GMIF,"{""NANR"": 6, ""NCER"": 6, ""NCGR"": 31, ""NCLR"": 18, ""NSCR"": 2, ""unknown"": 6}",9c7d999ab4c72ccaf0610ee060ac87b859f95e3c,5f0fedcf329688a538e0070999fca401ba942aaa81f49de3112b75302db76b9a
374,a/1/3/2,139588608,292,5,200,BTAF;BTNF;GMIF,"{""LZ10"": 1, ""unknown"": 4}",890c9b3ae6849530cfb42e7c8cd496ce88329829,8306946c3a99b1f972e35d4ff9d0b0f28ece4482734ab5ec811d4ed7ca6ca2aa
375,a/1/3/3,139589120,52652,12,52502,BTAF;BTNF;GMIF,"{""NANR"": 1, ""NCER"": 1, ""NCGR"": 2, ""NCLR"": 2, ""NSCR"": 6}",150ebed14d93d585e4269c678580de7b781a84ba,8a85e42978226380fdabfd66ea79e147c8b0bd967a77c0fba113fc67510a2d0f
376,a/1/3/4,139641856,19509524,670,19503116,BTAF;BTNF;GMIF,"{""LZ11"": 670}",28efe8565f410ca41efaa350ace34f2cab930040,ab7098b0e8ab1261c8f6c2b9adb38d4149ece1446e9309297b1781e22f3c869e
377,a/1/3/5,159151616,37260,28,36984,BTAF;BTNF;GMIF,"{""BCA0"": 12, ""BMA0"": 1, ""BMD0"": 8, ""BTA0"": 4, ""BTP0"": 3}",65d537f8674be36c59b43e5474ca0248eaac0c8e,9b357018b608351c96f069fcf22dbb5d9d690501842b2eef91b03637fc0aaf2e
378,a/1/3/6,159188992,548,31,248,BTAF;BTNF;GMIF,"{""unknown"": 31}",67cafd0425b13755b3a2a3c377149fd4394b07ce,4968139005ba77355d44bfbc3f101d627fa0a344587ce856e430117fb16fc6d0
379,a/1/3/7,159190016,160984,108,160046,BTAF;BTNF;GMIF,"{""NANR"": 9, ""NCER"": 9, ""NCGR"": 13, ""NCLR"": 41, ""NSCR"": 36}",a9b42fb5ccc4174ba75c012d70852e569f6c82c2,cbadd75dcd0ee8b06a91941c2907cdc74289286e5f0f6cef1cef0ec3e4fa02ff
380,a/1/3/8,159351296,26132,8,26016,BTAF;BTNF;GMIF,"{""BCA0"": 1, ""BMD0"": 3, ""BTA0"": 4}",f0f7cf2ad2bc5886e4123f1d3276e5e7538bfc2c,360399683c04aba75fe8dbd48a8ab8598e703f95e2cd29590a5589fbf4c1dc18
381,a/1/3/9,159377920,52420,12,52272,BTAF;BTNF;GMIF,"{""NCGR"": 4, ""NCLR"": 4, ""NSCR"": 4}",4ac3df93eac70dba63c3878b4cfd3fe516b0672e,9b5a19c75fddfa723c6fb5740e7c8775d92ee8077d3a87fee92a8b39ee749899
382,a/1/4/0,159430656,93668,7,93560,BTAF;BTNF;GMIF,"{""NCGR"": 2, ""NCLR"": 2, ""NSCR"": 2, ""SDAT"": 1}",6f63efb2291cfe349cda61a286dd0ab0efb7380e,b994180254875ce7cd0ad1e4d1cb70083fca4a9e6646306af199481011a5cb74
383,a/1/4/1,159524352,22192,14,22016,BTAF;BTNF;GMIF,"{""NANR"": 2, ""NCER"": 2, ""NCGR"": 4, ""NCLR"": 4, ""NSCR"": 2}",20123e42e020516568ce05d18aae5b4077c90180,b830ee3a3e40cde0c79f6d2e413e73825a39a1fd833b46c7daaa6de4c214abbf
